Uniform Crime Reporting Statistics - UCR Data Online
http://www.ucrdatatool.gov/

Estimated forcible rape rate
Year,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2003,          36.8,          93.3,          33.3,          33.4,          28.2,          42.1,          20.0,          45.2,          39.6,          25.7,          29.4,          39.1,          33.1,          27.7,          27.1,          39.8,          27.3,          35.6,          27.0,          24.6,          28.8,          54.3,          41.3,          37.4,          24.5,          26.8,          29.0,          38.8,          34.0,          14.9,          50.0,          19.6,          25.4,          25.3,          40.7,          42.8,          34.2,          28.7,          46.9,          47.1,          46.5,          36.4,          36.3,          39.1,          20.3,          24.5,          46.7,          17.2,          22.0,          27.1
2004,          38.5,          84.8,          33.0,          43.0,          26.8,          42.3,          21.6,          43.0,          38.0,          26.8,          26.4,          42.6,          33.2,          29.0,          26.5,          41.8,          29.9,          35.9,          24.0,          23.7,          28.0,          54.3,          41.7,          40.0,          25.7,          29.5,          35.5,          40.9,          35.9,          15.3,          54.6,          18.7,          27.4,          27.8,          41.4,          44.2,          35.7,          28.5,          29.6,          42.2,          43.6,          38.7,          37.3,          39.9,          25.8,          24.3,          46.0,          19.1,          20.6,          22.1
2005,          34.4,          81.1,          33.7,          43.3,          26.0,          43.4,          20.3,          44.8,          37.1,          23.5,          26.9,          40.4,          33.8,          29.6,          28.6,          40.0,          34.1,          31.5,          24.7,          22.6,          27.2,          51.5,          44.0,          39.4,          28.0,          32.2,          33.0,          42.1,          31.1,          13.9,          54.1,          18.8,          26.5,          28.4,          40.7,          41.8,          34.8,          28.9,          30.1,          43.8,          48.7,          36.8,          37.1,          36.9,          24.6,          23.3,          44.7,          18.5,          20.5,          24.0
2006,          35.8,          76.4,          39.7,          47.1,          25.3,          45.4,          19.9,          48.9,          35.8,          23.2,          27.5,          41.7,          31.8,          28.7,          29.2,          46.3,          31.2,          37.0,          25.8,          21.0,          27.5,          53.0,          31.8,          35.7,          30.2,          36.8,          32.6,          43.8,          22.4,          13.8,          54.9,          16.4,          28.2,          37.9,          41.6,          41.6,          32.9,          29.0,          27.1,          42.4,          59.5,          36.3,          35.9,          34.9,          27.7,          23.9,          43.0,          22.2,          22.2,          29.3
2007,          33.4,          79.7,          37.1,          45.6,          24.7,          42.7,          19.7,          39.4,          33.7,          23.0,          29.4,          40.5,          31.9,          27.4,          32.5,          46.4,          32.2,          33.2,          29.8,          21.0,          25.5,          45.6,          36.0,          35.4,          30.4,          37.9,          31.0,          42.7,          27.1,          11.9,          52.2,          15.2,          26.3,          39.4,          40.6,          43.3,          34.0,          27.7,          24.4,          40.2,          54.4,          35.7,          35.4,          35.3,          20.6,          23.2,          41.0,          21.4,          21.9,          32.9
2008,          34.7,          65.1,          33.8,          51.2,          24.2,          43.5,          19.4,          42.5,          32.6,          24.1,          28.2,          38.0,          31.9,          26.8,          31.2,          43.8,          34.1,          28.3,          28.8,          20.0,          26.9,          45.1,          34.6,          32.6,          27.3,          37.0,          33.7,          42.5,          29.3,          12.9,          56.3,          14.4,          24.9,          51.6,          39.4,          40.4,          31.2,          28.0,          26.8,          37.6,          69.9,          33.4,          33.1,          33.4,          21.4,          23.1,          40.5,          21.4,          20.0,          34.7
2009,          31.9,          73.4,          34.6,          47.7,          23.6,          45.2,          18.7,          44.6,          29.7,          23.6,          29.7,          37.2,          30.2,          25.2,          29.6,          41.8,          35.5,          30.1,          28.4,          20.3,          26.3,          45.4,          34.0,          33.6,          26.8,          36.6,          34.3,          38.7,          30.1,          12.0,          53.2,          13.2,          24.6,          45.8,          35.7,          41.6,          31.4,          28.8,          28.1,          36.5,          61.7,          32.1,          33.5,          33.8,          21.2,          19.9,          38.8,          25.8,          19.8,          31.6
2010,          28.3,          74.6,          34.2,          45.2,          22.3,          44.2,          16.6,          36.2,          28.5,          21.7,          27.7,          33.9,          23.9,          27.1,          28.9,          40.1,          33.1,          27.1,          29.3,          21.2,          27.2,          47.9,          33.9,          31.3,          24.1,          33.5,          36.8,          35.7,          31.2,          11.1,          46.4,          14.4,          20.9,          36.3,          32.3,          39.1,          32.3,          27.3,          28.3,          33.4,          47.1,          34.2,          30.2,          35.4,          22.5,          19.7,          38.2,          19.5,          20.9,          28.7
          National or state offense totals are based on data from all reporting agencies and estimates for unreported areas.

"           Rates are the number of reported offenses per 100,000 population" "         Alabama - <ul><li>2011 - because of changes in the state's reporting practices, figures are not comparable to previous years' data.</li></ul>"
"         Delaware - <ul><li>Since complete 1995 data were not available from Delaware, standard estimation procedures were applied to derive the 1995 state estimate.</li>
<li>The state UCR Program was unable to provide 1998 forcible rape figures in accordance with national UCR guidelines.  The 1998 forcible rape total for Delaware was estimated by reducing the number of reported offenses by the proportion of male forcible rape victims statewide.</li></ul>"
"         Florida - <ul><li>Reporting problems at the state resulted in no usable 1988 data.  The state total was estimated by updating previous valid annual totals for individual jurisdictions, subdivided by population group.  Percent changes for each offense within each population group of the geographic division in which the state resides was applied to the previous valid annual totals.  The state total was compiled from the sums of the population group estimates.</li>
<li>The state UCR Program was unable to provide complete 1996 offense figures in accordance with UCR guidelines.  The state UCR Program was able to provide an aggregated state total and data were received from 94 individual Florida agencies.</li></ul>"
"         Illinois - <ul><li>The state UCR Program was unable to provide 1985-current forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state.  Rockford, Illinois, has provided valid forcible rape counts as of 2006.</li>
<li>For 1993 state NIBRS conversion efforts resulted in estimation for Illinois.  Since valid annual totals were available for approximately 60 Illinois agencies, those counts were maintained.  The counts for the remaining jurisdictions were replaced with the most recent valid annual totals or were generated using standard estimaton procedures.  The results of all sources were then combined to arrive at the 1993 state total for Illinois.</li>
<li>For 1994 state NIBRS conversion efforts resulted in estimation for Illinois.  Illinois totals were generated using only the valid crime rates for the East North Central Division.  Within each population group, the state's offense totals were estimated based on the rate per 100,000 inhabitants within the remainder of the division.</li>  
<li>For 1996-current, the state UCR Program was unable to provide complete offense figures in accordance with UCR guidelines.  Valid Part I counts were available for most of the largest cities (100,000 and over in population).  For other agencies, the only available counts generated by the Illinois State Program were state totals based upon an incident-level system without indication of multiple offenses recorded within single incidents.  Therefore, the UCR Hierarchy Rule could not be applied in order to convert the state's data to Summary Reporting System data.  (The Hierarchy Rule requires that only the most serious offense in a multiple-offense criminal incident is counted.)  To arrive at a comparable stae estimate to be included in national compilations, the Illinois State Program's state totals (which were inflated because of the nonapplication of the Hierarchy Rule) were reduced by the proportion of multiple offenses reported within single incidents in the NIBRS database.  Valid totals for the large cities were excluded from the reduction process.</li></ul>"
"         Iowa - NIBRS conversion efforts resulted in estimation for Iowa in 1991.  State totals were estimated by updating previous valid annual totals for individual jurisdictions, subdivided by population group.  Percent changes for each offense within each population group of the West North Central Division were applied to the previous valid annual totals.  The state totals were compiled from the sums of the population group estimates."
"         Kansas - <ul><li>NIBRS conversion efforts resulted in estimation for Kansas in 1993.  State totals were estimated by updating previous valid annual totals for individual jurisdictions, subdivided by population group.  Percent changes for each offense within each population group of the West North Central Division were applied to the previous valid annual totals.  The state totals were compiled from the sums of the population group estimates.</li> 
<li>NIBRS conversion efforts resulted in estimation for Kansas in 1994.  State totals were generated using only the valid crime rates for the West North Central Division.  Within each population group, the state's offense totals were estimated based on the rate per 100,000 inhabitants within the remainder of the division.</li>  
<li>The state UCR Program was unable to provide complete 1995 offense figures in accordance with UCR guidelines.  The state UCR Program was able to provide valid 1994 state totals which were then updated using 1995 crime trends for the West North Central Division.</li>  
<li>The state UCR Program was unable to provide complete 1996 offense figures in accordance with UCR guidelines.  The Kansas state estimate was extrapolated from 1996 January-June state totals provided by the Kansas State UCR Program.</li>  
<li>The state UCR Program was unable to provide complete 1997 offense figures in accordance with UCR guidelines.  The Kansas state estimate was extrapolated from 1996 January-June state totals provided by the Kansas State UCR Program.</li>  
<li>The state UCR Program was unable to provide complete 1998 offense figures in accordance with UCR guidelines.  To arrive at 1998 estimates, 1997 state totals supplied by the Kansas State UCR Program were updated using 1998 crime trends for the West North Central Division.</li>
<li>The state UCR Program was unable to provide complete 1999 offense figures in accordance with UCR guidelines.  To arrive at the 1999 estimate for Kansas, the 1998 state total supplied by the state UCR Program was updated using 1999 crime trends for the division in which Kansas is located.</li> 
<li>The state UCR Program was unable to provide complete 2000 offense figures in accordance with UCR guidelines.  To arrive at the 2000 estimate for Kansas, the 1999 state estimate was updated using 2000 crime trends for the West North Central Division.</li></ul>"
"         Kentucky - <ul><li>Reporting problems at the state resulted in no usable 1988 data.  The state total was estimated by updating previous valid annual totals for individual jurisdictions, subdivided by population group.  Percent changes for each offense within each population group of the geographic division in which the state resides was applied to the previous valid annual totals.  The state total was compiled from the sums of the population group estimates. </li> 
<li>The state UCR Program was unable to provide complete 1996 offense figures in accordance with UCR guidelines.  The 1995 and 1996 percent changes within the geographic division in which Kentucky is categorized were applied to the valid 1995 state total to generate the 1996 state total.</li> 
<li>The state UCR Program was unable to provide complete 1997 offense figures in accordance with UCR guidelines.  The 1996 and 1997 percent changes within the geographic division in which Kentucky is categorized were applied to the valid 1996 state total to effect the 1997 state total.</li> 
<li>The state UCR Program was unable to provide complete 1998 offense figures in accordance with UCR guidelines.  The state total was estimated by using 1997 figures for the nonreporting areas and applying 1997 versus 1998 percentage changes for the division in which Kentucky is located.  The estimates for the nonreporting areas were then increased by any actual 1998 crime counts received.</li>
<li>The state UCR Program was unable to provide complete 1999 offense figures in accordance with UCR guidelines.  To arrive at the 1999 estimate for Kentucky, the 1998 state total supplied by the state UCR Program was updated using 1999 crime trends for the division in which Kentucky is located.</li> 
<li>The state UCR Program was unable to provide complete 2000 offense figures in accordance with UCR guidelines.  To arrive at the 2000 estimate for Kentucky, the 1999 state total supplied by the state UCR Program was updated using 2000 crime trends for the division in which Kentucky is located.</li> 
<li>The state UCR Program was unable to provide complete 2001 offense figures in accordance with UCR guidelines.  To arrive at the 2001 estimate for Kentucky, the 2000 state estimate was updated using 2001 crime trends reported for the East South Central Division.</li>  
<li>The state UCR Program was unable to provide complete 2002 offense figures in accordance with UCR guidelines.  To obtain the 2002 state crime count, the FBI contacted the state UCR Program, and the state agency was able to provide their latest state total, 2000.  Therefore, the 2001 state estimate was updated for inclusion in the 2002 edition of Crime in the United States by using the 2001 crime trends for the division in which the state is located.  To derive the 2002 state estimate, the 2002 crime trends for the division were applied to the adjusted 2001 state estimate.</li> 
<li>The state UCR Program was unable to provide complete 2003 offense figures in accordance with UCR guidelines.  To obtain the 2003 estimate, the 2003 crime trend for the East South Central Division was applied to an adjusted 2002 state estimate.  The 2002 state count was reestimated by applying the 2002 crime trend for the East South Central Division using a more current figure, 2001 state totals, provided by the state UCR Program.  The adjusted 2002 estimate differs from the figure published in the 2002 edition of Crime in the United States which was originally estimated using 2002 state totals</li>
</ul>"
"         Maine - The state UCR Program was unable to provide complete 1999 offense figures in accordance with UCR guidelines.  The Maine Department of Public Safety forwarded monthly January through October crime counts for each law enforcement contributor; since 12 months of data were not received, the national Program estimated for the missing data following standard estimation procedures to arrive at a 1999 state total."
"         Michigan - The state UCR Program was unable to provide 1993 forcible rape figures in accordance with UCR guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state."
"         Minnesota - <ul><li>All agencies 1993 and 2005-Present (with the exception of Minneapolis and St. Paul) - The data collection methodology for the offense of forcible rape used by the State Uniform Crime Reporting (UCR) Program does not comply with national UCR Program guidelines. Consequently, their figures for forcible rape and violent crime (of which forcible rape is part) are not included in this tool.</li></ul>"
"         Montana - <ul><li>The state UCR Program was unable to provide complete 1994 offense figures in accordance with UCR guidelines.  State totals were estimated by updating previous valid annual totals for individual jurisdictions, subdivided by population group.  Percent changes for each offense within each population group of the Mountain Division were applied to the previous valid annual totals.  The state totals were compiled from the sums of the population group estimates.</li>  
<li>The state UCR Program was unable to provide complete 1995 offense figures in accordance with UCR guidelines.  State estimates were computed by updating the previous valid annual totals using the 1994 versus 1995 percent changes for the Mountain Division.</li>
<li>The state UCR Program was unable to provide complete 1996 offense figures in accordance with UCR guidelines.  The 1995 and 1996 percent changes within the geographic division in which Montana is categorized were applied to the valid 1995 state total to generate the 1996 state total.</li> 
<li>The state UCR Program was unable to provide complete 1997 offense figures in accordance with UCR guidelines.  The 1996 and 1997 percent changes within the geographic division in which Montana is categorized were applied to the valid 1996 state total to effect the 1997 state total.</li> 
<li>The state UCR Program was unable to provide complete 1998 offense figures in accordance with UCR guidelines.  The state total was estimated by using 1997 figures for the nonreporting areas and applying 1997 versus 1998 percentage changes for the division in which Montana is located.  The estimates for the nonreporting areas were then increased by any actual 1998 crime counts received.</li>
<li>The state UCR Program was unable to provide complete 1999 offense figures in accordance with UCR guidelines.  To arrive at the 1999 estimate for Montana, the 1998 state total supplied by the state UCR Program was updated using 1999 crime trends for the division in which Montana is located.</li>
<li>The state UCR Program was unable to provide complete 2000 offense figures in accordance with UCR guidelines.  To arrive at the 2000 estimate for Montana, the 1999 state total supplied by the state UCR Program was updated using 2000 crime trends for the division in which Montana is located.</li>
<li>2011 - because of changes in the state's reporting practices, figures are not comparable to previous years' data.</li>
</ul>"
"         New Hampshire - <ul><li>The state UCR Program was unable to provide complete 1997 offense figures in accordance with UCR guidelines.  The 1996 and 1997 percent changes within the geographic division in which New Hampshire is categorized were applied to the valid 1996 state total to effect the 1997 state total. </li> 
<li>The state UCR Program was unable to provide complete 1998 offense figures in accordance with UCR guidelines.  The state total was estimated by using 1997 figures for the nonreporting areas and applying 1997 versus 1998 percentage changes for the division in which New Hampshire is located.  The estimates for the nonreporting areas were then increased by any actual 1998 crime counts received.</li>
<li>The state UCR Program was unable to provide complete 1999 offense figures in accordance with UCR guidelines.  The state total for New Hampshire was estimated by using the 1998 figures for the 1999 nonreporting areas and applying the 2-year percent change for the New England Division.</li></ul>"
"         New York - <ul><li>2012 - because of changes in the state/local agency's reporting practices, figures are not comparable to previous years' data.</li></ul>"
"         Oklahoma - For 1995, the increase in murders was the result of the bombing of the Alfred P. Murrah Federal Building in Oklahoma City."
"         Pennsylvania - Since complete 1995 data were not available from Pennsylvania, standard estimation procedures were applied to derive the 1995 state estimate."
"         Vermont - The state UCR Program was unable to provide complete 1997 offense figures in accordance with UCR guidelines.  The 1996 and 1997 percent changes within the geographic division in which Vermont is categorized were applied to the valid 1996 state total to effect the 1997 state total."
"         Wisconsin - The state UCR Program was unable to provide complete 1998 offense figures in accordance with UCR guidelines.  The state total was estimated by using 1997 figures for the nonreporting areas and applying 1997 versus 1998 percentage changes for the division in which Wisconsin is located.  The estimates for the nonreporting areas were then increased by any actual 1998 crime counts received."

"       The murder and nonnegligent homicides that occurred as a result of the events of September 11, 2001, are not included."

"Sources: FBI, Uniform Crime Reports, prepared by the National Archive of Criminal Justice Data" 
Date of download: Aug 23 2014
